tatoeba_id	grammar_label	spanish	english	license
4499240	subj_irregular_saber	Espero que sepas la respuesta.	I hope you know the answer.	CC BY 2.0
4499241	subj_irregular_decir	No quiero que le digas nada.	I don't want you to say anything to him.	CC BY 2.0
4499242	subj_irregular_salir	Quiero que salgas ahora.	I want you to leave now.	CC BY 2.0
4499243	subj_irregular_poner	Es importante que pongas atención.	It's important that you pay attention.	CC BY 2.0
4499244	subj_triggers_sin_que	Salió sin que lo vieran.	He left without them seeing him.	CC BY 2.0
4499245	subj_triggers_con_tal_de_que	Te ayudo con tal de que me ayudes tú también.	I'll help you as long as you help me too.	CC BY 2.0
4499246	subj_triggers_a_menos_que	Iré a menos que llueva.	I'll go unless it rains.	CC BY 2.0
4499247	subj_triggers_siempre_que	Te llamo siempre que llegue.	I'll call you whenever I arrive.	CC BY 2.0
4499248	subj_triggers_en_cuanto	En cuanto llegues, dímelo.	As soon as you arrive, tell me.	CC BY 2.0
4499249	neg_imp_tu_regular	No hables tan alto.	Don't speak so loudly.	CC BY 2.0
4499250	neg_imp_tu_regular	No comas tan rápido.	Don't eat so fast.	CC BY 2.0
4499251	neg_imp_tu_regular	No escribas con lápiz.	Don't write in pencil.	CC BY 2.0
4499252	neg_imp_tu_irregular	No vayas solo.	Don't go alone.	CC BY 2.0
4499253	neg_imp_tu_irregular	No seas tan serio.	Don't be so serious.	CC BY 2.0
4499254	neg_imp_tu_irregular	No tengas miedo.	Don't be afraid.	CC BY 2.0
4499255	neg_imp_tu_irregular	No hagas eso.	Don't do that.	CC BY 2.0
4499256	neg_imp_tu_irregular	No digas mentiras.	Don't tell lies.	CC BY 2.0
4499257	neg_imp_tu_irregular	No vengas tarde.	Don't come late.	CC BY 2.0
4499258	neg_imp_tu_irregular	No salgas sin abrigo.	Don't go out without a coat.	CC BY 2.0
4499259	neg_imp_usted	No hable tan deprisa, por favor.	Please don't speak so fast.	CC BY 2.0
4499260	neg_imp_usted	No se preocupe.	Don't worry.	CC BY 2.0
4499261	neg_imp_ustedes	No hablen todos a la vez.	Don't all speak at once.	CC BY 2.0
4499262	neg_imp_nosotros	No hablemos de eso ahora.	Let's not talk about that now.	CC BY 2.0
4499263	imp_usted_affirm	Hable más despacio, por favor.	Please speak more slowly.	CC BY 2.0
4499264	imp_usted_affirm	Venga a las tres.	Come at three o'clock.	CC BY 2.0
4499265	imp_usted_affirm	Tenga cuidado.	Be careful.	CC BY 2.0
4499266	imp_usted_affirm	Pase, por favor.	Come in, please.	CC BY 2.0
4499267	imp_usted_affirm	Siéntese, por favor.	Please sit down.	CC BY 2.0
4499268	imp_usted_affirm	Diga su nombre.	Say your name.	CC BY 2.0
4499269	imp_usted_affirm	Haga el favor de esperar.	Please wait.	CC BY 2.0
4499270	imp_ustedes_affirm	Hablen con el profesor.	Talk to the professor.	CC BY 2.0
4499271	imp_ustedes_affirm	Vengan mañana, por favor.	Come tomorrow, please.	CC BY 2.0
4499272	imp_nosotros	Hablemos de esto luego.	Let's talk about this later.	CC BY 2.0
4499273	imp_nosotros	Vamos a comer — comamos.	Let's eat.	CC BY 2.0
4499274	imp_nosotros	No perdamos el tiempo.	Let's not waste time.	CC BY 2.0
4499275	conditional_regular_hablar	¿Hablarías con él si pudieras?	Would you talk to him if you could?	CC BY 2.0
4499276	conditional_regular_hablar	Hablaría con ella, pero no tengo tiempo.	I would talk to her, but I don't have time.	CC BY 2.0
4499277	conditional_regular_comer	Comería más, pero estoy lleno.	I would eat more, but I'm full.	CC BY 2.0
4499278	conditional_regular_vivir	Viviría en España si tuviera dinero.	I would live in Spain if I had money.	CC BY 2.0
4499279	conditional_irregular_hacer	¿Qué harías en mi lugar?	What would you do in my place?	CC BY 2.0
4499280	conditional_irregular_hacer	Yo no haría eso.	I wouldn't do that.	CC BY 2.0
4499281	conditional_irregular_decir	No diría eso si fuera tú.	I wouldn't say that if I were you.	CC BY 2.0
4499282	conditional_irregular_tener	¿Tendrías tiempo para ayudarme?	Would you have time to help me?	CC BY 2.0
4499283	conditional_irregular_poder	¿Podrías hablar más despacio?	Could you speak more slowly?	CC BY 2.0
4499284	conditional_irregular_poder	¿Podría ayudarme, por favor?	Could you help me, please?	CC BY 2.0
4499285	conditional_irregular_venir	¿Vendrías a la fiesta?	Would you come to the party?	CC BY 2.0
4499286	conditional_irregular_saber	¿Sabrías cómo llegar?	Would you know how to get there?	CC BY 2.0
4499287	conditional_irregular_poner	¿Dónde pondrías esto?	Where would you put this?	CC BY 2.0
4499288	conditional_irregular_salir	Saldría antes, pero tengo trabajo.	I would leave earlier, but I have work.	CC BY 2.0
4499289	conditional_irregular_querer	Querría pedirte un favor.	I would like to ask you a favor.	CC BY 2.0
4499290	conditional_politeness	¿Podría decirme dónde está la estación?	Could you tell me where the station is?	CC BY 2.0
4499291	conditional_politeness	¿Me daría un vaso de agua?	Could you give me a glass of water?	CC BY 2.0
4499292	conditional_deber_advice	Deberías descansar más.	You should rest more.	CC BY 2.0
4499293	conditional_deber_advice	Deberías comer menos azúcar.	You should eat less sugar.	CC BY 2.0
4499294	future_regular_hablar	Mañana hablaré con mi jefe.	Tomorrow I will talk to my boss.	CC BY 2.0
4499295	future_regular_hablar	¿Hablarás con ella esta tarde?	Will you talk to her this afternoon?	CC BY 2.0
4499296	future_regular_comer	Comeremos juntos el domingo.	We will eat together on Sunday.	CC BY 2.0
4499297	future_regular_vivir	Viviré en esta ciudad para siempre.	I will live in this city forever.	CC BY 2.0
4499298	future_irregular_hacer	¿Qué harás este fin de semana?	What will you do this weekend?	CC BY 2.0
4499299	future_irregular_hacer	Haré los deberes esta tarde.	I will do my homework this afternoon.	CC BY 2.0
4499300	future_irregular_decir	Le diré la verdad mañana.	I will tell him the truth tomorrow.	CC BY 2.0
4499301	future_irregular_tener	Tendré que trabajar el sábado.	I will have to work on Saturday.	CC BY 2.0
4499302	future_irregular_poder	¿Podrás venir mañana?	Will you be able to come tomorrow?	CC BY 2.0
4499303	future_irregular_venir	¿Vendrás a la reunión?	Will you come to the meeting?	CC BY 2.0
4499304	future_irregular_saber	Lo sabrás pronto.	You will know soon.	CC BY 2.0
4499305	future_irregular_poner	¿Dónde pondrás las flores?	Where will you put the flowers?	CC BY 2.0
4499306	future_irregular_salir	¿A qué hora saldrás?	What time will you leave?	CC BY 2.0
4499307	future_si_clause	Si estudias, aprobarás el examen.	If you study, you will pass the exam.	CC BY 2.0
4499308	future_si_clause	Si llueve, no iremos al parque.	If it rains, we won't go to the park.	CC BY 2.0
4499309	future_si_clause	Si tienes hambre, come algo.	If you're hungry, eat something.	CC BY 2.0
4499310	future_si_clause	Si me llamas, te ayudaré.	If you call me, I'll help you.	CC BY 2.0
4499311	pluperfect_formation	Cuando llegué, ya habían comido.	When I arrived, they had already eaten.	CC BY 2.0
4499312	pluperfect_formation	Ya había llegado cuando llamaste.	I had already arrived when you called.	CC BY 2.0
4499313	pluperfect_formation	No habías dormido bien.	You hadn't slept well.	CC BY 2.0
4499314	pluperfect_formation	Habíamos terminado antes de las ocho.	We had finished before eight.	CC BY 2.0
4499315	pluperfect_formation	¿Habías visto esa película antes?	Had you seen that film before?	CC BY 2.0
4499316	pluperfect_formation	Había vivido allí muchos años.	He had lived there for many years.	CC BY 2.0
4499317	irregular_pp_abrir	La puerta estaba abierta.	The door was open.	CC BY 2.0
4499318	irregular_pp_abrir	He abierto la ventana.	I have opened the window.	CC BY 2.0
4499319	irregular_pp_escribir	El libro está escrito en inglés.	The book is written in English.	CC BY 2.0
4499320	irregular_pp_escribir	¿Has escrito la carta?	Have you written the letter?	CC BY 2.0
4499321	irregular_pp_hacer	¿Has hecho los deberes?	Have you done your homework?	CC BY 2.0
4499322	irregular_pp_hacer	Ya había hecho la cama.	I had already made the bed.	CC BY 2.0
4499323	irregular_pp_morir	El pájaro había muerto.	The bird had died.	CC BY 2.0
4499324	irregular_pp_morir	Han muerto muchas personas.	Many people have died.	CC BY 2.0
4499325	irregular_pp_romper	He roto el vaso sin querer.	I have broken the glass by accident.	CC BY 2.0
4499326	irregular_pp_romper	La ventana estaba rota.	The window was broken.	CC BY 2.0
4499327	irregular_pp_resolver	¿Has resuelto el problema?	Have you solved the problem?	CC BY 2.0
4499328	irregular_pp_cubrir	La mesa está cubierta de polvo.	The table is covered in dust.	CC BY 2.0
4499329	irregular_pp_poner	He puesto las llaves en la mesa.	I have put the keys on the table.	CC BY 2.0
4499330	irregular_pp_volver	¿Has vuelto del trabajo?	Have you returned from work?	CC BY 2.0
4499331	double_obj_se_lo	Se lo dije ayer.	I told him/her it yesterday.	CC BY 2.0
4499332	double_obj_se_lo	¿Se lo has explicado?	Have you explained it to him/her?	CC BY 2.0
4499333	double_obj_se_la	Se la mandé por correo.	I sent it to him/her by mail.	CC BY 2.0
4499334	double_obj_se_los	Se los presté ayer.	I lent them to him/her yesterday.	CC BY 2.0
4499335	double_obj_se_las	Se las traje de vacaciones.	I brought them to him/her from vacation.	CC BY 2.0
4499336	double_obj_me_lo	Me lo dijo mi madre.	My mother told me it.	CC BY 2.0
4499337	double_obj_me_lo	¿Me lo puedes explicar?	Can you explain it to me?	CC BY 2.0
4499338	double_obj_me_la	Me la mandó ayer.	He/she sent it to me yesterday.	CC BY 2.0
4499339	double_obj_te_lo	Te lo juro.	I swear it to you.	CC BY 2.0
4499340	double_obj_te_lo	Ya te lo dije.	I already told you.	CC BY 2.0
4499341	double_obj_te_la	Te la enviaré mañana.	I'll send it to you tomorrow.	CC BY 2.0
4499342	double_obj_nos_lo	Nos lo explicó el profesor.	The teacher explained it to us.	CC BY 2.0
4499343	double_obj_nos_la	Nos la regaló por Navidad.	He gave it to us for Christmas.	CC BY 2.0
4499344	pronoun_placement_infin	Quiero dártelo ahora.	I want to give it to you now.	CC BY 2.0
4499345	pronoun_placement_infin	Voy a explicártelo.	I'm going to explain it to you.	CC BY 2.0
4499346	pronoun_placement_infin	Necesito mandárselo hoy.	I need to send it to him/her today.	CC BY 2.0
4499347	pronoun_placement_gerund	Está explicándomelo ahora.	He's explaining it to me now.	CC BY 2.0
4499348	pronoun_placement_gerund	Siguió diciéndomelo.	He kept telling it to me.	CC BY 2.0
4499349	pronoun_placement_imp	Dámelo, por favor.	Give it to me, please.	CC BY 2.0
4499350	pronoun_placement_imp	Déselo al profesor.	Give it to the teacher.	CC BY 2.0
4499351	pronoun_placement_imp	Dígamelo.	Tell it to me.	CC BY 2.0
4499352	relative_que	El libro que leí es muy bueno.	The book that I read is very good.	CC BY 2.0
4499353	relative_que	La persona que llamó es mi amigo.	The person who called is my friend.	CC BY 2.0
4499354	relative_que	La casa que compramos es grande.	The house that we bought is big.	CC BY 2.0
4499355	relative_quien	La persona con quien trabajo es simpática.	The person with whom I work is nice.	CC BY 2.0
4499356	relative_quien	El chico a quien vi es tu hermano.	The boy whom I saw is your brother.	CC BY 2.0
4499357	relative_donde	La ciudad donde vivo es Madrid.	The city where I live is Madrid.	CC BY 2.0
4499358	relative_donde	El restaurante donde comemos siempre está lleno.	The restaurant where we always eat is full.	CC BY 2.0
4499359	relative_lo_que	Lo que dices es verdad.	What you say is true.	CC BY 2.0
4499360	relative_lo_que	No entiendo lo que quieres decir.	I don't understand what you mean.	CC BY 2.0
4499361	relative_lo_que	Haz lo que quieras.	Do whatever you want.	CC BY 2.0
4499362	si_clause_type1	Si tienes tiempo, llámame.	If you have time, call me.	CC BY 2.0
4499363	si_clause_type1	Si llueve, nos quedamos en casa.	If it rains, we'll stay at home.	CC BY 2.0
4499364	si_clause_type1	Si comes bien, te sentirás mejor.	If you eat well, you'll feel better.	CC BY 2.0
4499365	si_clause_type1	Si no estudias, suspenderás.	If you don't study, you'll fail.	CC BY 2.0
4499366	acabar_de	Acabo de llegar a casa.	I've just arrived home.	CC BY 2.0
4499367	acabar_de	Acabas de comer, ¿no?	You've just eaten, haven't you?	CC BY 2.0
4499368	acabar_de	Acaba de salir.	He/she has just left.	CC BY 2.0
4499369	acabar_de	Acabamos de terminar el proyecto.	We've just finished the project.	CC BY 2.0
4499370	acabar_de	Acababan de llegar cuando llamé.	They had just arrived when I called.	CC BY 2.0
4499371	volver_a	Volvió a llamar esta mañana.	He called again this morning.	CC BY 2.0
4499372	volver_a	Vuelvo a intentarlo.	I'll try again.	CC BY 2.0
4499373	volver_a	¿Vas a volver a verla?	Are you going to see her again?	CC BY 2.0
4499374	seguir_gerundio	Sigo estudiando español.	I'm still studying Spanish.	CC BY 2.0
4499375	seguir_gerundio	Sigues hablando demasiado rápido.	You're still speaking too fast.	CC BY 2.0
4499376	seguir_gerundio	Sigue lloviendo.	It's still raining.	CC BY 2.0
4499377	seguir_gerundio	Seguían trabajando cuando llegué.	They were still working when I arrived.	CC BY 2.0
4499378	llevar_gerundio	Llevo tres años estudiando español.	I've been studying Spanish for three years.	CC BY 2.0
4499379	llevar_gerundio	¿Cuánto tiempo llevas esperando?	How long have you been waiting?	CC BY 2.0
4499380	llevar_gerundio	Lleva dos horas trabajando.	He's been working for two hours.	CC BY 2.0
4499381	llevar_gerundio	Llevamos una semana aquí.	We've been here for a week.	CC BY 2.0
